Date,Close,High,Low,Open,Volume,Adj Close,mkt,mcupm,mcnr,mucdown,mdcup
2011-03-03,12.841428756713867,12.849642753601074,12.71142864227295,12.756786346435547,500788400,10.995783805847168,1,1,0.11470731305914539,0.009831230566454307,0
2011-03-04,12.85714340209961,12.867500305175781,12.776785850524902,12.85964298248291,453266800,11.009241104125977,1,1,0.11607143152800803,0.008619515625813484,0
2011-03-07,12.691429138183594,12.916786193847656,12.546786308288574,12.907142639160156,546123200,10.867341995239258,1,1,0.1016865133569036,0.021397306313124555,0
2011-03-08,12.705714225769043,12.764286041259766,12.58035659790039,12.6753568649292,356316800,10.879575729370117,1,1,0.10292653827164422,0.02029582081149457,0
2011-03-09,12.588213920593262,12.670000076293945,12.521429061889648,12.667499542236328,453306000,10.778964042663574,1,1,0.09272685940821201,0.029355960052086537,0
2011-03-10,12.381071090698242,12.491786003112793,12.317856788635254,12.468570709228516,507539200,10.60158920288086,1,1,0.07474571169433153,0.04532819841122537,0
2011-03-11,12.571070671081543,12.582857131958008,12.321429252624512,12.333213806152344,471080400,10.764284133911133,1,1,0.09123873016945261,0.030677830896421978,0
2011-03-14,12.627142906188965,12.731429100036621,12.546786308288574,12.613571166992188,435957200,10.812295913696289,1,1,0.09610611149578174,0.026354248444066246,0
2011-03-15,12.336786270141602,12.422857284545898,12.146429061889648,12.217857360839844,721081200,10.563671112060547,1,1,0.07090154339598764,0.048742884355126165,0
2011-03-16,11.786070823669434,12.25,11.652142524719238,12.214285850524902,1162011200,10.092110633850098,1,1,0.023096385011551757,0.09120710280560762,0
2011-03-17,11.95142936706543,12.128929138183594,11.809286117553711,12.029643058776855,659422400,10.2337007522583,1,1,0.03745042466652038,0.07845674079124589,0
2011-03-18,11.809642791748047,12.078571319580078,11.785714149475098,12.040356636047363,753214000,10.112293243408203,1,1,0.02514256271484583,0.0893895303946464,0
2011-03-21,12.117856979370117,12.133570671081543,11.973570823669434,11.999643325805664,409402000,10.376206398010254,1,1,0.051897265438347384,0.06562394568740372,0
2011-03-22,12.185713768005371,12.236429214477539,12.112142562866211,12.234286308288574,325922800,10.43431568145752,1,1,0.05778761143998534,0.0603916873325417,0
2011-03-23,12.11392879486084,12.150713920593262,11.998213768005371,12.117142677307129,372996400,10.372842788696289,1,1,0.05155627721324452,0.06592683765490583,0
2011-03-24,12.320357322692871,12.35714340209961,12.102143287658691,12.208929061889648,404712000,10.549605369567871,1,1,0.06947541954217673,0.05000967724761429,0
2011-03-25,12.555000305175781,12.57357120513916,12.393570899963379,12.431071281433105,448910000,10.750519752502441,1,1,0.08984373318445416,0.03191697451001213,0
2011-03-28,12.515713691711426,12.65428638458252,12.515713691711426,12.612500190734863,309355200,10.716882705688477,1,1,0.08643343701229744,0.03494626186161418,0
2011-03-29,12.534285545349121,12.534285545349121,12.359286308288574,12.416428565979004,352900800,10.732786178588867,1,1,0.08804557702095339,0.03351423511358412,0
2011-03-30,12.451070785522461,12.531429290771484,12.408571243286133,12.522856712341309,329406000,10.661532402038574,1,1,0.0808220738508143,0.03993070620082142,0
2011-03-31,12.446785926818848,12.492856979370117,12.359286308288574,12.369999885559082,274019200,10.657861709594727,1,1,0.08045012432534993,0.04026110037658906,0
2011-04-01,12.305713653564453,12.556785583496094,12.260713577270508,12.539643287658691,418661600,10.537065505981445,1,1,0.06820426775862365,0.05113881202814226,0
2011-04-04,12.185357093811035,12.307143211364746,12.085714340209961,12.296786308288574,460084800,10.434004783630371,1,1,0.05775665013962383,0.060419189540807244,0
2011-04-05,12.103214263916016,12.223214149475098,12.0,12.035357475280762,482731200,10.363673210144043,1,1,0.05062619643902,0.06675300693261547,0
2011-04-06,12.072856903076172,12.282142639160156,12.040714263916016,12.186429023742676,402539200,10.337676048278809,1,1,0.04799100897082975,0.06909378311846805,0
2011-04-07,12.074286460876465,12.15821361541748,12.001070976257324,12.074999809265137,373447200,10.338899612426758,1,1,0.04811510252495199,0.0689835536794572,0
2011-04-08,11.966428756713867,12.148214340209961,11.926786422729492,12.140000343322754,377535200,10.246543884277344,1,1,0.03875245496620905,0.07730017733776859,0
2011-04-11,11.814286231994629,11.988213539123535,11.786429405212402,11.930713653564453,398946800,10.116268157958984,1,1,0.025545639109122442,0.08903148693998077,0
2011-04-12,11.871429443359375,11.918929100036621,11.79285717010498,11.803214073181152,425639200,10.16519832611084,1,1,0.030505987120761358,0.08462532432751219,0
2011-04-13,12.004643440246582,12.005000114440918,11.875714302062988,11.96500015258789,346220000,10.279264450073242,1,1,0.04206970166883073,0.07435354368159561,0
2011-04-14,11.872142791748047,12.0,11.859286308288574,11.95714282989502,301800800,10.165806770324707,1,1,0.030567909721484154,0.08457031991098109,0
2011-04-15,11.694999694824219,11.915714263916016,11.671428680419922,11.903571128845215,453605600,10.014124870300293,1,1,0.01519090539120671,0.09822935782784911,0
2011-04-18,11.851785659790039,11.865357398986816,11.434286117553711,11.646429061889648,609898800,10.148374557495117,1,1,0.028800797642570153,0.08614000477097132,0
2011-04-19,12.066429138183594,12.070713996887207,11.846785545349121,11.896429061889648,419378400,10.332171440124512,1,1,0.04743304329052056,0.06958941114977761,0
2011-04-20,12.228928565979004,12.348214149475098,12.196429252624512,12.268214225769043,700666400,10.471315383911133,1,1,0.06153889583724492,0.05705950801343755,0
2011-04-21,12.524999618530273,12.68321418762207,12.447142601013184,12.678570747375488,753810400,10.724833488464355,1,1,0.08723950701662542,0.03423024848759915,0
2011-04-25,12.607500076293945,12.633929252624512,12.510713577270508,12.5121431350708,266546000,10.795475959777832,1,1,0.09440100480181624,0.027868855352209163,0
2011-04-26,12.515000343322754,12.678214073181152,12.476785659790039,12.62928581237793,338800000,10.716272354125977,1,1,0.08637151441157465,0.035001266278145274,0
2011-04-27,12.505356788635254,12.583929061889648,12.396429061889648,12.579999923706055,356213200,10.708014488220215,1,1,0.08553440032265969,0.03574485539574207,0
2011-04-28,12.383929252624512,12.491070747375488,12.34000015258789,12.36392879486084,360959200,10.60404109954834,1,1,0.07499381601835031,0.045107813068519916,0
2011-04-29,12.504643440246582,12.641071319580078,12.381071090698242,12.385000228881836,1006345200,10.707404136657715,1,1,0.08547247772193711,0.03579985981227316,0
2011-05-02,12.367142677307129,12.516785621643066,12.339285850524902,12.490714073181152,442713600,10.589665412902832,1,1,0.07353664807995242,0.04640218170458981,0
2011-05-03,12.435713768005371,12.496070861816406,12.343570709228516,12.428214073181152,313348000,10.648381233215332,1,1,0.07948899946653842,0.041114845397880476,0
2011-05-04,12.48464298248291,12.565357208251953,12.388570785522461,12.437856674194336,389250400,10.690278053283691,1,1,0.08373632694338462,0.037342042463997846,0
2011-05-05,12.383929252624512,12.533928871154785,12.358928680419922,12.442856788635254,335969200,10.60404109954834,1,1,0.07499381601835031,0.045107813068519916,0
2011-05-06,12.380714416503906,12.5,12.364643096923828,12.48892879486084,280134400,10.601286888122559,1,1,0.07471475039397002,0.045355700619490916,0
2011-05-09,12.414285659790039,12.471428871154785,12.376070976257324,12.42357063293457,204747200,10.630032539367676,1,1,0.07762892070231486,0.04276711041798356,0
2011-05-10,12.48035717010498,12.48892879486084,12.380714416503906,12.460356712341309,282091600,10.686607360839844,1,1,0.08336429463369477,0.037672510175081705,0
2011-05-11,12.401070594787598,12.5,12.329999923706055,12.46500015258789,336000000,10.618717193603516,1,1,0.07648177968865855,0.04378608929481691,0
2011-05-12,12.3774995803833,12.397143363952637,12.223929405212402,12.361429214477539,322000000,10.598533630371094,1,1,0.07443568476958995,0.04560358817046192,0
2011-05-13,12.160714149475098,12.366070747375488,12.155357360839844,12.345000267028809,326116000,10.4129056930542,1,1,0.0556175057510202,0.06231934211188134,0
2011-05-16,11.903571128845215,12.186429023742676,11.878570556640625,12.114286422729492,449775200,10.192720413208008,1,1,0.03329606387498396,0.08214696356501566,0
2011-05-17,12.005000114440918,12.005000114440918,11.811785697937012,11.85714340209961,452334400,10.279572486877441,1,1,0.042100662969192015,0.07432604147333007,0
2011-05-18,12.138214111328125,12.180356979370117,12.0,12.016785621643066,334776400,10.39363956451416,1,1,0.053664377517261386,0.0640542608274135,0
2011-05-19,12.161786079406738,12.228928565979004,12.095356941223145,12.217143058776855,261170000,10.413823127746582,1,1,0.05571055522055546,0.06223668841645226,0
2011-05-20,11.972143173217773,12.176786422729492,11.96500015258789,12.127142906188965,337968400,10.251437187194824,1,1,0.039248498045795666,0.07685955372299011,0
2011-05-23,11.942856788635254,11.999285697937012,11.765000343322754,11.784643173217773,383600000,10.226359367370605,1,1,0.03670627726291498,0.07911774974872983,0
2011-05-24,11.86392879486084,11.996429443359375,11.833571434020996,11.98214340209961,321927200,10.158777236938477,1,1,0.029854889186691436,0.08520367958956704,0
2011-05-25,12.027856826782227,12.091428756713867,11.887499809265137,11.90821361541748,294224000,10.299144744873047,1,1,0.04408475250331212,0.07256362054953236,0
2011-05-26,11.964285850524902,12.03178596496582,11.943928718566895,11.998929023742676,222560800,10.244709968566895,1,1,0.038566438811364234,0.07746541119331052,0
2011-05-27,12.0503568649292,12.05821418762207,11.939642906188965,11.95714282989502,203599200,10.318410873413086,1,1,0.046037880737070935,0.0708287018340002,0
2011-05-31,12.422499656677246,12.422499656677246,12.178570747375488,12.182143211364746,417754400,10.637063980102539,1,1,0.07834194123710758,0.0421337507393976,0
2011-06-01,12.339642524719238,12.576070785522461,12.308929443359375,12.459643363952637,554682800,10.566115379333496,1,1,0.07114948215155548,0.048522646083053136,0
2011-06-02,12.360713958740234,12.427857398986816,12.296428680419922,12.375,338783200,10.584159851074219,1,1,0.07297859961541753,0.0468978832712156,0
2011-06-03,12.265713691711426,12.333213806152344,12.214642524719238,12.256428718566895,313250000,10.502814292907715,1,1,0.06473204898574414,0.05422310379627541,0
2011-06-06,12.072856903076172,12.39464282989502,12.064642906188965,12.346428871154785,461941200,10.337676048278809,1,1,0.04799100897082975,0.06909378311846805,0
2011-06-07,11.85857105255127,12.079285621643066,11.853570938110352,12.077500343322754,529785200,10.154184341430664,1,1,0.02938980740746633,0.08561680099607998,0
2011-06-08,11.865714073181152,11.95714282989502,11.808929443359375,11.849286079406738,333723600,10.160304069519043,1,1,0.030009861256949266,0.08506602147760688,0
2011-06-09,11.838929176330566,11.916786193847656,11.8125,11.901785850524902,275088800,10.137369155883789,1,1,0.027684783497726295,0.08713133436890667,0
2011-06-10,11.639286041259766,11.845000267028809,11.625356674194336,11.805356979370117,433955200,9.966423988342285,1,1,0.010354650933690257,0.10252529100130688,0
2011-06-13,11.664285659790039,11.725357055664062,11.60964298248291,11.685713768005371,329473200,9.987828254699707,1,1,0.012524756622655175,0.10059763622196724,0
2011-06-14,11.872857093811035,11.901785850524902,11.76107120513916,11.785714149475098,334569200,10.166421890258789,1,1,0.030629915106432426,0.08451524195913378,0
2011-06-15,11.66964340209961,11.796428680419922,11.602856636047363,11.776785850524902,399196000,9.992413520812988,1,1,0.012989838401880283,0.1001845148154543,0
2011-06-16,11.6128568649292,11.738571166992188,11.368928909301758,11.675000190734863,510591200,9.943790435791016,1,1,0.008060451690602877,0.10456317521965734,0
2011-06-17,11.437856674194336,11.758929252624512,11.40571403503418,11.749643325805664,615020000,9.793939590454102,1,1,-0.0071305364848294195,0.11805697928098344,0
2011-06-20,11.261428833007812,11.346428871154785,11.089285850524902,11.334285736083984,640645600,9.642870903015137,1,1,-0.022445452645932895,0.13166086571068794,0
2011-06-21,11.617856979370117,11.635713577270508,11.257143020629883,11.3100004196167,493382400,9.948068618774414,1,1,0.008494489385241,0.10417762955672617,0
2011-06-22,11.521785736083984,11.746429443359375,11.513570785522461,11.6128568649292,390583200,9.865805625915527,1,1,0.0001549720702580526,0.11158543024189883,0
2011-06-23,11.829643249511719,11.846071243286133,11.361429214477539,11.390713691711426,559759200,10.12941837310791,1,1,0.02687871349339832,0.08784734774292172,0
2011-06-24,11.655357360839844,11.898214340209961,11.610357284545898,11.834643363952637,439807200,9.980180740356445,1,1,0.011749730702914185,0.1012860738524005,0
2011-06-27,11.85857105255127,11.925000190734863,11.6875,11.6996431350708,339813600,10.154184341430664,1,1,0.02938980740746633,0.08561680099607998,0
2011-06-28,11.973570823669434,12.024999618530273,11.908571243286133,11.916070938110352,294299600,10.25265884399414,1,1,0.03937242603146651,0.07674947135461171,0
2011-06-29,11.930000305175781,12.013214111328125,11.852856636047363,12.001428604125977,352545200,10.215353012084961,1,1,0.03559026311807112,0.08010907934666518,0
2011-06-30,11.988213539123535,12.004643440246582,11.8871431350708,11.953571319580078,322954800,10.265199661254883,1,1,0.04064349503079412,0.07562041010939996,0
2011-07-01,12.259285926818848,12.26785659790039,11.935713768005371,11.998213768005371,435313200,10.497306823730469,1,1,0.06417408330543495,0.05471873182758498,0
2011-07-05,12.479642868041992,12.493928909301758,12.23214340209961,12.25,355054000,10.685995101928711,1,1,0.0833022892487465,0.037727588126929015,0
2011-07-06,12.562856674194336,12.646429061889648,12.382499694824219,12.462499618530273,444626000,10.757253646850586,1,1,0.09052570963465989,0.03131119057500793,0
2011-07-07,12.757143020629883,12.785714149475098,12.64285659790039,12.666786193847656,399663600,10.923611640930176,1,1,0.10739084320369652,0.01633028181380446,0
2011-07-08,12.846785545349121,12.85714340209961,12.578571319580078,12.619285583496094,489633200,11.000370979309082,1,1,0.1151723120541448,0.00941818269525759,0
2011-07-11,12.64285659790039,12.848929405212402,12.600713729858398,12.726428985595703,442674400,10.825749397277832,1,1,0.09747014718041891,0.02514260703874164,0
2011-07-12,12.633929252624512,12.774286270141602,12.450714111328125,12.626070976257324,451609200,10.81810474395752,1,1,0.0966952040449034,0.02583097113385869,0
2011-07-13,12.786429405212402,12.85714340209961,12.727856636047363,12.797499656677246,391638800,10.948690414428711,1,1,0.10993306398657698,0.014072085788064747,0
2011-07-14,12.77750015258789,12.914643287658691,12.726428985595703,12.893214225769043,430533600,10.941041946411133,1,1,0.10915795528261052,0.014760596953814233,0
2011-07-15,13.032856941223145,13.035714149475098,12.827500343322754,12.89892864227295,484467200,11.159699440002441,1,1,0.13132434230416323,0,0
2011-07-18,13.350000381469727,13.380356788635254,13.045714378356934,13.051071166992188,572653200,11.431258201599121,1,1,0.15885415373163148,0,0
2011-07-19,13.458929061889648,13.523214340209961,13.332857131958008,13.5,819145600,11.524532318115234,1,1,0.16830976797568398,0,0
2011-07-20,13.817856788635254,14.15250015258789,13.785714149475098,14.147143363952637,941340400,11.831876754760742,1,1,0.19946668746206409,0,0
2011-07-21,13.831786155700684,13.930713653564453,13.710714340209961,13.819643020629883,526534400,11.84380054473877,1,1,0.2006758338606689,0,0
2011-07-22,14.046428680419922,14.108928680419922,13.848214149475098,13.868571281433105,516728800,12.027592658996582,1,1,0.21930799672439383,0,0
2011-07-25,14.23214340209961,14.285714149475098,13.914999961853027,13.941070556640625,589806000,12.186615943908691,1,1,0.23542906567405075,0,0
2011-07-26,14.407500267028809,14.446429252624512,14.274286270141602,14.285714149475098,476582400,12.33676815032959,1,1,0.25065101514984445,0,0
2011-07-27,14.021071434020996,14.380000114440918,14.005356788635254,14.306785583496094,659324400,12.005880355834961,1,1,0.2171068469508417,0.026821365666891216,0
2011-07-28,13.993571281433105,14.178214073181152,13.861785888671875,13.986429214477539,594034000,11.982335090637207,1,1,0.21471968102244476,0.02873010431538696,0
2011-07-29,13.945713996887207,14.112500190734863,13.714285850524902,13.84428596496582,632584400,11.94135570526123,1,1,0.21056540301513405,0.03205179674356054,0
2011-08-01,14.16964340209961,14.26785659790039,14.013214111328125,14.206428527832031,612836000,12.133098602294922,1,1,0.23000371866741243,0.01650923897419794,0
2011-08-02,13.889642715454102,14.210714340209961,13.869643211364746,14.201786041259766,639539600,11.893341064453125,1,1,0.20569810447303039,0.03594360867442152,0
2011-08-03,14.020357131958008,14.055356979370117,13.651429176330566,13.963570594787598,732508000,12.005268096923828,1,1,0.21704484156589343,0.026870944153773006,0
2011-08-04,13.477499961853027,13.975713729858398,13.476785659790039,13.907500267028809,871407600,11.540434837341309,1,1,0.16992182520011423,0.06454973367615081,0
2011-08-05,13.343570709228516,13.696429252624512,12.948928833007812,13.587142944335938,1204590800,11.425755500793457,1,1,0.1582960224828711,0.07384553448422057,0
2011-08-08,12.614643096923828,13.134642601013184,12.607856750488281,12.917499542236328,1143833600,10.801592826843262,1,1,0.09502105865129917,0.1244391557783197,0
2011-08-09,13.357500076293945,13.378929138183594,12.678570747375488,12.903571128845215,1082583600,11.43768310546875,1,1,0.15950516888147592,0.07287872089357246,0
2011-08-10,12.98892879486084,13.380356788635254,12.946429252624512,13.255356788635254,878656800,11.122084617614746,1,1,0.12751113530618086,0.09846062438841892,0
2011-08-11,13.346428871154785,13.408928871154785,13.025713920593262,13.232856750488281,741969200,11.428200721740723,1,1,0.1585441268068899,0.07364715434378702,0
2011-08-12,13.463929176330566,13.558570861816406,13.365357398986816,13.5024995803833,528976000,11.528813362121582,1,1,0.1687438056703221,0.06549165873399844,0
2011-08-15,13.693214416503906,13.748929023742676,13.503213882446289,13.55821418762207,460544000,11.72514533996582,1,1,0.18864703753337442,0.04957736160238199,0
2011-08-16,13.588570594787598,13.69178581237793,13.430713653564453,13.625714302062988,498750000,11.635540962219238,1,1,0.1795633728147863,0.056840510641204725,0
2011-08-17,13.587142944335938,13.732856750488281,13.5,13.653928756713867,442061200,11.634317398071289,1,1,0.17943944482911522,0.056939601422061926,0
2011-08-18,13.073213577270508,13.308929443359375,12.906070709228516,13.244285583496094,851435200,11.194253921508789,1,1,0.13482752237740403,0.09261056151508679,0
2011-08-19,12.715356826782227,13.10714340209961,12.714285850524902,12.934642791748047,775888400,10.887831687927246,1,1,0.10376356957633348,0.11744878770670639,0
2011-08-22,12.729999542236328,13.031429290771484,12.681785583496094,13.018214225769043,535315200,10.900369644165039,1,1,0.10503463857566087,0.11643246182208286,0
2011-08-23,13.342857360839844,13.34428596496582,12.75,12.867856979370117,656835200,11.425143241882324,1,1,0.15823409988214832,0.07389504677819597,0
2011-08-24,13.4350004196167,13.534285545349121,13.235713958740234,13.338213920593262,626267600,11.504044532775879,1,1,0.16623262897202862,0.06749955435625776,0
2011-08-25,13.347143173217773,13.408928871154785,13.035714149475098,13.03857135772705,871346000,11.428812980651855,1,1,0.15860613219183817,0.07359757585690524,0
2011-08-26,13.699286460876465,13.70714282989502,13.242856979370117,13.256071090698242,641477200,11.7303466796875,1,1,0.1891741246975478,0.04915591136743358,0
2011-08-29,13.927499771118164,13.98214340209961,13.85714340209961,13.863571166992188,405269200,11.925760269165039,1,1,0.20898430709106486,0.033316015062593005,0
2011-08-30,13.928214073181152,13.994285583496094,13.793213844299316,13.866070747375488,417922400,11.926372528076172,1,1,0.20904631247601335,0.03326643657571121,0
2011-08-31,13.743928909301758,14.002857208251953,13.637857437133789,13.948928833007812,522586400,11.768569946289062,1,1,0.19304933708047844,0.04605735522668125,0
2011-09-01,13.608214378356934,13.833571434020996,13.597143173217773,13.77928638458252,343725200,11.652363777160645,1,1,0.18126856229297728,0.055477069155502295,0
2011-09-02,13.358928680419922,13.5,13.279643058776855,13.383570671081543,438939200,11.438905715942383,1,1,0.15962917965137247,0.07277956391980889,0
2011-09-06,13.562143325805664,13.583213806152344,13.088570594787598,13.120356559753418,509698000,11.6129150390625,1,1,0.17726933914015008,0.05867478227001821,0
2011-09-07,13.711786270141602,13.771429061889648,13.64285659790039,13.770000457763672,350576800,11.741047859191895,1,1,0.19025917754203037,0.048288320943455434,0
2011-09-08,13.71928596496582,13.878929138183594,13.653928756713867,13.657142639160156,416158400,11.747469902038574,1,1,0.1909101926918748,0.04776777992764983,0
2011-09-09,13.481429100036621,13.785714149475098,13.393570899963379,13.711786270141602,564813200,11.543798446655273,1,1,0.1702628962094428,0.06427701890184777,0
2011-09-12,13.569286346435547,13.602856636047363,13.282142639160156,13.321429252624512,467832400,11.619030952453613,1,1,0.17788939298963302,0.058178997401200305,0
2011-09-13,13.736429214477539,13.793213844299316,13.58035659790039,13.647856712341309,440560400,11.762149810791016,1,1,0.192398321930634,0.04657789624248686,0
2011-09-14,13.903571128845215,14.007499694824219,13.777142524719238,13.822142601013184,534724400,11.905266761779785,1,1,0.2069071680874095,0.034976861276679795,0
2011-09-15,14.034285545349121,14.059286117553711,13.925000190734863,13.979642868041992,417818800,12.017196655273438,1,1,0.21825390518027254,0.025904196756031284,0
2011-09-16,14.303570747375488,14.303570747375488,14.108214378356934,14.126428604125977,698513200,12.24777889251709,1,1,0.24162935581620437,0.007213570551940945,0
2011-09-19,14.701070785522461,14.758213996887207,14.114286422729492,14.178570747375488,823860800,12.588146209716797,1,1,0.27613456608979314,0,0
2011-09-20,14.766071319580078,15.102143287658691,14.685357093811035,14.83035659790039,775754000,12.643804550170898,1,1,0.28177697333586327,0,0
2011-09-21,14.71928596496582,15.056785583496094,14.714285850524902,14.987142562866211,605976000,12.60374641418457,1,1,0.2777157447980876,0.0031684361805986664,0
2011-09-22,14.350713729858398,14.636428833007812,14.16785717010498,14.322500228881836,968480800,12.288146018981934,1,1,0.24572162843856704,0.02812918756330995,0
2011-09-23,14.439286231994629,14.526429176330566,14.280357360839844,14.295714378356934,546277200,12.36398696899414,1,1,0.25341021338793124,0.022130807884702973,0
2011-09-26,14.39892864227295,14.427857398986816,13.975000381469727,14.28071403503418,812876400,12.329428672790527,1,1,0.24990695053046474,0.024863937696162356,0
2011-09-27,14.259285926818848,14.616070747375488,14.216428756713867,14.59749984741211,632497600,12.209855079650879,1,1,0.2377851875178607,0.03432093627295595,0
2011-09-28,14.178929328918457,14.419285774230957,14.161070823669434,14.292499542236328,429637600,12.14105224609375,1,1,0.2308097886717404,0.0397629117423441,0
